0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.55941	-0.138498	1.56135	-0.138671	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.62681	0.0198085	1.56135	-0.138671	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.88435	-0.134103	2.91005	-0.160156	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.89009	0.0751092	2.91005	-0.160156	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.86292	0.413721	3.0323	0.645482	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.72678	0.435544	3.0323	0.645482	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.08379	0.596591	1.71769	-0.171221	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.14483	0.669309	1.71769	-0.171221	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5688	1.65851	3.09271	1.81091	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.464	1.6069	3.09271	1.81091	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.6012	2.32001	1.23716	-0.078593	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.7422	2.30154	1.23716	-0.078593	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6299	2.89799	4.4405	1.08622	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.3924	2.85915	4.4405	1.08622	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0278	3.70732	0.938099	0.675444	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.2248	3.75055	0.938099	0.675444	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3203	4.72979	3.18139	1.20014	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.3143	4.727	3.18139	1.20014	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0826	5.57233	2.38188	0.586042	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.2248	5.61338	2.38188	0.586042	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6053	6.95534	2.37905	1.89563	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6112	6.95561	2.37905	1.89563	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.5808	8.09362	3.51976	0.578775	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.5217	8.08397	3.51976	0.578775	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9519	9.871	1.41598	2.68174	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.9664	9.86888	1.41598	2.68174	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6042	10.7129	3.7692	-0.531557	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.648	10.7326	3.7692	-0.531557	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1522	12.074	1.33117	2.74334	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.2884	12.1201	1.33117	2.74334	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3127	13.4773	4.58937	0.313283	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
