3.28178	0.238029	0	0	-0.238029	3.28178	-0.0712	3.395	-0.2028	0.9792
3.95044	5.42338	0.893269	6.28933	-0.281864	4.35689	-0.3356	4.1478	-0.4399	0.898
-2.79108	8.04441	-14.8731	6.44495	-0.786506	5.01368	-0.7789	4.8112	-0.6494	0.7604
0.910847	11.9014	5.79432	9.95752	-1.43037	5.83731	-1.3732	5.3436	-0.8181	0.575
-8.22679	9.57106	-11.5737	5.50798	-1.99929	5.79523	-2.0813	5.7114	-0.9354	0.3535
-0.500597	11.0143	4.14025	6.81854	-2.84547	5.69299	-2.8586	5.8916	-0.994	0.1097
-9.58161	9.18936	-13.5773	4.94027	-3.81973	5.89031	-3.6563	5.8728	-0.99	-0.1409
-3.71554	9.84474	1.46915	3.67804	-4.65047	5.47436	-4.4242	5.6562	-0.9239	-0.3827
-8.45873	6.16287	-6.14175	-0.201787	-5.03076	5.26972	-5.1142	5.2554	-0.7997	-0.6004
-5.54007	7.21548	-0.0348823	2.41702	-5.22478	4.69359	-5.6828	4.6957	-0.6253	-0.7804
-7.86901	4.20711	-3.82519	-2.08742	-5.92908	3.96035	-6.0944	4.0121	-0.4115	-0.9114
-6.79468	4.70626	-0.247779	1.00754	-6.09531	3.42302	-6.323	3.2476	-0.1719	-0.9851
-7.37282	2.23899	-1.47516	-2.96808	-6.33422	2.27772	-6.3543	2.4503	0.0784	-0.9969
-6.71142	1.88435	-0.144914	-0.294046	-5.99782	1.37586	-6.1864	1.6703	0.3239	-0.9461
-6.29168	0.721507	0.471455	-1.53729	-5.97045	0.755025	-5.8297	0.9566	0.549	-0.8358
-5.23016	0.616444	0.956762	0.0702457	-4.70882	0.458633	-5.3068	0.3539	0.7396	-0.673
-4.57603	0.0254088	1.03872	-1.35372	-4.71329	0.009932	-4.6504	-0.0997	0.8838	-0.468
-4.13247	-0.268316	0.0753279	0.220419	-4.05508	-0.205739	-3.9018	-0.3759	0.9724	-0.2335
-3.59247	-0.704946	0.8863	-0.98104	-3.42905	-0.614043	-3.108	-0.4572	0.9999	0.0157
-2.89442	-0.221413	-0.0614008	0.937341	-2.13973	-0.266027	-2.319	-0.3386	0.9646	0.2638
-2.07313	-0.23072	1.02834	-0.403227	-1.60588	-0.0366088	-1.5843	-0.0275	0.8686	0.4954
-2.10503	0.353518	-1.31541	1.39578	-1.48256	0.706294	-0.95	0.4566	0.7181	0.6959
-0.859847	3.19807	2.92094	5.66837	-0.571348	1.34834	-0.456	1.0832	0.5225	0.8526
-1.10789	3.8258	-1.86944	1.11794	-0.0996291	1.56924	-0.1334	1.813	0.2941	0.9558
0.639299	4.31856	1.96748	2.4004	-0.0128987	2.63037	-0.0024	2.6	0.0471	0.9989
-0.423664	4.76705	-2.03849	1.78111	0.112905	3.56091	0.0509	3.3969	0.172	0.9851
0.822239	5.52174	2.57245	2.13277	0.336358	4.38271	0.2915	4.1576	0.4115	0.9114
0.205038	5.88453	-1.17047	1.23569	0.554392	4.79969	0.7137	4.8347	0.6253	0.7804
1.51288	6.18567	2.53923	1.09562	1.19845	5.50926	1.2911	5.3854	0.7997	0.6004
2.21373	6.20195	1.05597	0.158591	2.14566	5.68496	1.9873	5.7753	0.9239	0.3827
3.0186	6.11338	0.952561	-0.251082	2.99646	6.07243	2.7585	5.9798	0.99	0.1409
3.35161	6.31232	0.407793	0.779952	3.25249	6.18245	3.5564	5.9861	0.994	-0.1098
4.37204	6.27217	1.74451	-0.160887	4.23196	6.07314	4.3308	5.7937	0.9354	-0.3535
5.17988	5.47863	1.18867	-1.36945	4.90318	5.18472	5.033	5.4148	0.8181	-0.575
5.59714	5.00637	0.571975	-0.117782	5.42042	4.88117	5.6189	4.8732	0.6494	-0.7604
6.09209	4.12132	0.782781	-1.25893	5.82888	3.97493	6.0517	4.2029	0.4399	-0.898
6.20587	3.38638	-0.130438	-0.830517	6.14268	3.34062	6.3042	3.446	0.2028	-0.9792
6.49794	2.50823	0.542215	-1.2663	6.61694	2.52545	6.3606	2.6501	-0.0471	-0.9989
6.51677	2.37131	-0.32921	0.337711	6.4908	2.36051	6.2172	1.8651	-0.2941	-0.9558
6.66002	0.779462	0.830013	-2.76175	6.17649	0.72847	5.8832	1.1405	-0.5225	-0.8526
6.41503	0.65553	-0.327251	0.800495	5.92459	0.392782	5.3794	0.5218	-0.7181	-0.6959
5.03164	0.281092	-1.34971	-0.0615078	4.36596	0.374641	4.7376	0.0477	-0.8686	-0.4955
4.35424	-0.130777	-0.687812	-0.681453	4.45044	-0.175438	3.998	-0.2518	-0.9646	-0.2639
3.75035	-0.354317	-0.861321	-0.0331552	3.75464	-0.36042	3.2072	-0.358	-0.9999	-0.0157
2.73855	-0.344753	-1.27015	0.0431586	2.548	-0.31991	2.4149	-0.2643	-0.9724	0.2334
2.24581	-0.076912	-0.0669702	0.512454	2.25695	0.0144447	1.6707	0.0236	-0.8838	0.4679
1.6081	0.905971	-0.790342	1.87304	1.23022	0.588658	1.0215	0.4875	-0.7396	0.673
0.732159	1.82126	-1.21741	0.937637	0.644296	1.59412	0.5081	1.0983	-0.549	0.8358
0.254122	2.18604	-0.193703	0.712713	0.153087	1.77993	0.1627	1.8176	-0.3239	0.9461
-0.00444065	2.77922	-0.409108	0.904707	-0.00542826	2.70909	0.0071	2.6002	-0.0785	0.9969
